subTopicID	resultID
45.0	45.1
45.0	45.10
45.0	45.12
45.0	45.19
45.0	45.20
45.0	45.3
45.0	45.47
45.0	45.51
45.0	45.54
45.0	45.57
45.0	45.66
45.0	45.72
45.0	45.89
45.1	45.11
45.1	45.13
45.1	45.14
45.1	45.16
45.1	45.24
45.2	45.22
45.2	45.23
45.2	45.25
45.2	45.27
45.2	45.30
45.2	45.32
45.2	45.33
45.2	45.34
45.2	45.35
45.2	45.44
45.2	45.45
45.2	45.48
45.2	45.49
45.2	45.5
45.2	45.50
45.2	45.56
45.2	45.61
45.2	45.70
45.2	45.73
45.2	45.78
45.2	45.8
45.2	45.80
45.2	45.9
45.2	45.90
45.2	45.94
45.2	45.99
45.3	45.21
45.3	45.28
45.3	45.29
45.3	45.42
45.3	45.53
45.3	45.55
45.3	45.65
45.3	45.75
45.3	45.79
45.3	45.81
45.3	45.82
45.3	45.87
45.3	45.91
45.3	45.97
45.4	45.100
45.4	45.15
45.4	45.17
45.4	45.37
45.4	45.46
45.4	45.6
45.4	45.63
45.4	45.67
45.4	45.68
45.4	45.69
45.4	45.76
45.4	45.77
45.4	45.84
45.4	45.86
45.4	45.92
45.4	45.95
45.4	45.98
45.5	45.59
45.6	45.18
45.6	45.2
45.6	45.26
45.6	45.31
45.6	45.36
45.6	45.38
45.6	45.39
45.6	45.4
45.6	45.40
45.6	45.41
45.6	45.43
45.6	45.52
45.6	45.58
45.6	45.60
45.6	45.62
45.6	45.64
45.6	45.7
45.6	45.71
45.6	45.74
45.6	45.83
45.6	45.85
45.6	45.88
45.6	45.93
45.6	45.96
46.0	46.75
46.1	46.10
46.1	46.21
46.1	46.24
46.1	46.26
46.1	46.27
46.1	46.29
46.1	46.3
46.1	46.31
46.1	46.37
46.1	46.4
46.1	46.40
46.1	46.43
46.1	46.5
46.1	46.50
46.1	46.52
46.1	46.6
46.1	46.61
46.1	46.64
46.1	46.66
46.1	46.69
46.1	46.76
46.1	46.77
46.1	46.8
46.1	46.80
46.1	46.84
46.1	46.85
46.1	46.88
46.1	46.89
46.1	46.90
46.1	46.98
46.2	46.22
46.2	46.41
46.2	46.46
46.2	46.51
46.2	46.58
46.2	46.63
46.2	46.68
46.2	46.81
46.2	46.86
46.3	46.100
46.3	46.11
46.3	46.15
46.3	46.17
46.3	46.20
46.3	46.28
46.3	46.34
46.3	46.39
46.3	46.56
46.3	46.7
46.3	46.74
46.3	46.95
46.3	46.97
46.4	46.1
46.4	46.12
46.4	46.13
46.4	46.14
46.4	46.18
46.4	46.19
46.4	46.2
46.4	46.23
46.4	46.25
46.4	46.30
46.4	46.32
46.4	46.33
46.4	46.36
46.4	46.38
46.4	46.42
46.4	46.44
46.4	46.45
46.4	46.47
46.4	46.48
46.4	46.49
46.4	46.53
46.4	46.54
46.4	46.55
46.4	46.57
46.4	46.59
46.4	46.60
46.4	46.62
46.4	46.65
46.4	46.67
46.4	46.71
46.4	46.72
46.4	46.73
46.4	46.78
46.4	46.79
46.4	46.82
46.4	46.83
46.4	46.9
46.4	46.91
46.4	46.92
46.4	46.93
46.4	46.94
46.4	46.99
46.5	46.16
46.5	46.35
46.5	46.87
46.6	46.70
46.6	46.96
47.0	47.1
47.0	47.14
47.0	47.4
47.0	47.5
47.0	47.78
47.0	47.98
47.1	47.100
47.1	47.15
47.1	47.21
47.1	47.28
47.1	47.30
47.1	47.32
47.1	47.33
47.1	47.38
47.1	47.41
47.1	47.43
47.1	47.50
47.1	47.51
47.1	47.53
47.1	47.61
47.1	47.64
47.1	47.85
47.1	47.87
47.1	47.90
47.2	47.2
47.2	47.29
47.2	47.31
47.2	47.39
47.2	47.55
47.2	47.57
47.2	47.89
47.2	47.9
47.3	47.16
47.3	47.27
47.3	47.34
47.3	47.54
47.3	47.6
47.3	47.65
