subTopicID	resultID
45.0	45.1
45.0	45.10
45.0	45.12
45.0	45.20
45.0	45.22
45.0	45.3
45.0	45.37
45.0	45.46
45.0	45.47
45.0	45.54
45.0	45.6
45.0	45.63
45.0	45.66
45.0	45.68
45.0	45.72
45.0	45.80
45.0	45.89
45.0	45.98
45.1	45.28
45.1	45.42
45.2	45.19
45.2	45.2
45.2	45.31
45.2	45.39
45.2	45.4
45.2	45.43
45.2	45.45
45.2	45.49
45.2	45.5
45.2	45.58
45.2	45.59
45.2	45.60
45.2	45.64
45.2	45.65
45.2	45.74
45.2	45.79
45.2	45.81
45.2	45.83
45.2	45.86
45.2	45.92
45.2	45.94
45.3	45.36
45.3	45.62
45.3	45.87
45.3	45.91
45.3	45.97
45.4	45.100
45.4	45.13
45.4	45.15
45.4	45.17
45.4	45.18
45.4	45.23
45.4	45.25
45.4	45.26
45.4	45.27
45.4	45.30
45.4	45.32
45.4	45.33
45.4	45.34
45.4	45.35
45.4	45.40
45.4	45.41
45.4	45.44
45.4	45.48
45.4	45.51
45.4	45.52
45.4	45.56
45.4	45.57
45.4	45.61
45.4	45.67
45.4	45.69
45.4	45.7
45.4	45.70
45.4	45.73
45.4	45.76
45.4	45.77
45.4	45.78
45.4	45.8
45.4	45.84
45.4	45.85
45.4	45.9
45.4	45.90
45.4	45.93
45.4	45.95
45.4	45.96
45.4	45.99
45.5	45.21
45.5	45.29
45.5	45.53
45.5	45.55
45.5	45.75
45.5	45.82
45.6	45.16
45.6	45.50
45.6	45.88
45.7	45.11
45.7	45.24
45.8	45.14
45.8	45.38
45.8	45.71
46.0	46.63
46.0	46.94
46.1	46.66
46.1	46.87
46.10	46.79
46.11	46.32
46.11	46.36
46.2	46.14
46.2	46.19
46.2	46.2
46.2	46.38
46.2	46.82
46.3	46.11
46.3	46.17
46.3	46.30
46.3	46.39
46.3	46.45
46.3	46.56
46.3	46.57
46.3	46.6
46.3	46.65
46.3	46.7
46.4	46.100
46.4	46.18
46.4	46.42
46.4	46.44
46.4	46.47
46.4	46.48
46.4	46.49
46.4	46.51
46.4	46.55
46.4	46.62
46.4	46.73
46.4	46.93
46.4	46.97
46.5	46.1
46.5	46.10
46.5	46.12
46.5	46.13
46.5	46.15
46.5	46.16
46.5	46.20
46.5	46.23
46.5	46.24
46.5	46.26
46.5	46.28
46.5	46.29
46.5	46.33
46.5	46.34
46.5	46.35
46.5	46.37
46.5	46.40
46.5	46.43
46.5	46.5
46.5	46.50
46.5	46.52
46.5	46.59
46.5	46.61
46.5	46.64
46.5	46.68
46.5	46.72
46.5	46.74
46.5	46.75
46.5	46.76
46.5	46.77
46.5	46.80
46.5	46.81
46.5	46.85
46.5	46.88
46.5	46.89
46.5	46.91
46.5	46.92
46.5	46.95
46.5	46.98
46.6	46.41
46.6	46.86
46.7	46.70
46.7	46.96
46.8	46.21
46.8	46.25
46.8	46.27
46.8	46.3
46.8	46.31
46.8	46.4
46.8	46.46
46.8	46.54
46.8	46.58
46.8	46.60
46.8	46.67
46.8	46.69
46.8	46.71
46.8	46.78
46.8	46.8
46.8	46.83
46.8	46.84
46.8	46.9
46.8	46.90
46.8	46.99
46.9	46.22
46.9	46.53
47.0	47.100
47.0	47.13
47.0	47.15
47.0	47.18
47.0	47.19
47.0	47.21
47.0	47.22
47.0	47.24
47.0	47.25
47.0	47.27
47.0	47.30
47.0	47.32
47.0	47.33
47.0	47.34
47.0	47.36
47.0	47.38
47.0	47.43
47.0	47.50
47.0	47.53
47.0	47.61
47.0	47.68
47.0	47.7
47.0	47.71
47.0	47.82
47.0	47.87
47.0	47.88
47.0	47.92
47.0	47.93
47.0	47.97
47.1	47.1
47.1	47.10
47.1	47.11
47.1	47.16
47.1	47.2
47.1	47.26
47.1	47.29
47.1	47.31
47.1	47.39
