subTopicID	resultID
45.0	45.17
45.0	45.37
45.0	45.6
45.0	45.80
45.0	45.81
45.0	45.84
45.1	45.19
45.1	45.31
45.1	45.33
45.1	45.34
45.1	45.46
45.1	45.47
45.1	45.57
45.1	45.89
45.1	45.99
45.10	45.11
45.10	45.24
45.11	45.12
45.11	45.25
45.11	45.35
45.11	45.4
45.11	45.66
45.11	45.67
45.11	45.68
45.11	45.76
45.11	45.98
45.12	45.45
45.12	45.62
45.12	45.91
45.12	45.95
45.13	45.53
45.13	45.55
45.13	45.75
45.13	45.87
45.13	45.97
45.14	45.63
45.14	45.65
45.14	45.92
45.15	45.32
45.15	45.40
45.15	45.43
45.15	45.70
45.15	45.73
45.15	45.78
45.15	45.83
45.15	45.90
45.15	45.96
45.16	45.16
45.17	45.100
45.17	45.15
45.17	45.27
45.17	45.38
45.17	45.52
45.17	45.56
45.17	45.74
45.17	45.8
45.17	45.86
45.17	45.9
45.18	45.36
45.18	45.41
45.18	45.49
45.18	45.58
45.18	45.64
45.18	45.82
45.18	45.85
45.18	45.93
45.19	45.28
45.19	45.42
45.2	45.21
45.2	45.29
45.3	45.2
45.3	45.39
45.3	45.48
45.3	45.5
45.3	45.79
45.4	45.18
45.4	45.23
45.4	45.26
45.4	45.30
45.4	45.44
45.4	45.50
45.4	45.61
45.4	45.69
45.4	45.7
45.4	45.77
45.4	45.94
45.5	45.14
45.6	45.13
45.7	45.51
45.7	45.60
45.7	45.71
45.8	45.1
45.8	45.10
45.8	45.20
45.8	45.22
45.8	45.3
45.8	45.54
45.8	45.59
45.8	45.72
45.9	45.88
46.0	46.46
46.0	46.8
46.0	46.84
46.0	46.90
46.1	46.49
46.1	46.51
46.1	46.53
46.1	46.57
46.1	46.6
46.1	46.61
46.1	46.62
46.1	46.64
46.1	46.80
46.1	46.82
46.1	46.91
46.1	46.92
46.1	46.94
46.1	46.97
46.10	46.22
46.11	46.100
46.11	46.11
46.11	46.18
46.11	46.20
46.11	46.26
46.11	46.38
46.11	46.56
46.11	46.65
46.11	46.95
46.11	46.96
46.12	46.16
46.12	46.87
46.13	46.58
46.14	46.69
46.15	46.13
46.15	46.21
46.15	46.3
46.15	46.4
46.15	46.47
46.15	46.67
46.16	46.12
46.16	46.2
46.16	46.55
46.16	46.72
46.16	46.79
46.16	46.88
46.16	46.93
46.17	46.32
46.18	46.63
46.19	46.30
46.19	46.44
46.2	46.10
46.2	46.14
46.2	46.29
46.2	46.37
46.2	46.43
46.2	46.86
46.2	46.98
46.3	46.41
46.4	46.19
46.4	46.23
46.4	46.24
46.4	46.25
46.4	46.42
46.4	46.50
