subTopicID	resultID
45.0	45.80
45.1	45.15
45.1	45.21
45.1	45.25
45.1	45.29
45.1	45.37
45.1	45.45
45.1	45.53
45.1	45.65
45.1	45.77
45.1	45.87
45.1	45.95
45.1	45.98
45.2	45.47
45.2	45.70
45.2	45.79
45.3	45.32
45.3	45.58
45.3	45.62
45.3	45.83
45.3	45.93
45.3	45.96
45.4	45.19
45.4	45.31
45.4	45.38
45.4	45.39
45.4	45.4
45.4	45.43
45.4	45.55
45.4	45.56
45.4	45.64
45.4	45.66
45.4	45.67
45.4	45.74
45.4	45.75
45.4	45.8
45.4	45.81
45.4	45.82
45.4	45.85
45.4	45.97
45.5	45.1
45.5	45.10
45.5	45.100
45.5	45.11
45.5	45.12
45.5	45.13
45.5	45.14
45.5	45.16
45.5	45.17
45.5	45.18
45.5	45.2
45.5	45.20
45.5	45.22
45.5	45.23
45.5	45.24
45.5	45.26
45.5	45.27
45.5	45.28
45.5	45.3
45.5	45.30
45.5	45.33
45.5	45.34
45.5	45.35
45.5	45.36
45.5	45.40
45.5	45.41
45.5	45.42
45.5	45.44
45.5	45.46
45.5	45.48
45.5	45.49
45.5	45.5
45.5	45.50
45.5	45.51
45.5	45.52
45.5	45.54
45.5	45.57
45.5	45.59
45.5	45.6
45.5	45.61
45.5	45.63
45.5	45.68
45.5	45.69
45.5	45.7
45.5	45.71
45.5	45.72
45.5	45.73
45.5	45.76
45.5	45.78
45.5	45.84
45.5	45.86
45.5	45.88
45.5	45.89
45.5	45.9
45.5	45.90
45.5	45.91
45.5	45.92
45.5	45.94
45.5	45.99
45.6	45.60
46.0	46.10
46.0	46.100
46.0	46.24
46.0	46.25
46.0	46.29
46.0	46.30
46.0	46.41
46.0	46.44
46.0	46.45
46.0	46.47
46.0	46.50
46.0	46.57
46.0	46.64
46.0	46.66
46.0	46.69
46.0	46.73
46.0	46.79
46.0	46.8
46.0	46.80
46.0	46.86
46.0	46.93
46.0	46.95
46.0	46.97
46.0	46.98
46.1	46.12
46.1	46.14
46.1	46.18
46.1	46.19
46.1	46.2
46.1	46.28
46.1	46.36
46.1	46.38
46.1	46.39
46.1	46.43
46.1	46.48
46.1	46.49
46.1	46.51
46.1	46.54
46.1	46.55
46.1	46.59
46.1	46.67
46.1	46.7
46.1	46.71
46.1	46.82
46.1	46.83
46.1	46.88
46.1	46.9
46.1	46.99
46.2	46.16
46.2	46.35
46.2	46.87
46.3	46.96
46.4	46.21
46.4	46.3
46.4	46.31
46.5	46.1
46.5	46.11
46.5	46.13
46.5	46.17
46.5	46.20
46.5	46.26
46.5	46.27
46.5	46.33
46.5	46.34
46.5	46.4
46.5	46.40
46.5	46.42
46.5	46.46
46.5	46.5
46.5	46.52
46.5	46.53
46.5	46.56
46.5	46.58
46.5	46.6
46.5	46.61
46.5	46.63
46.5	46.65
46.5	46.68
46.5	46.70
46.5	46.74
46.5	46.75
46.5	46.76
46.5	46.77
46.5	46.78
46.5	46.84
46.5	46.85
46.5	46.89
46.5	46.90
46.5	46.91
46.5	46.92
46.5	46.94
46.6	46.15
46.6	46.22
46.6	46.23
46.6	46.32
46.6	46.37
46.6	46.60
46.6	46.62
46.6	46.72
46.6	46.81
47.0	47.18
47.0	47.26
47.0	47.28
47.0	47.36
47.0	47.39
47.0	47.51
47.0	47.54
47.0	47.58
47.0	47.60
47.0	47.66
47.0	47.70
47.0	47.73
47.0	47.83
47.0	47.84
47.0	47.85
47.0	47.86
47.0	47.90
47.0	47.91
47.0	47.94
47.0	47.95
47.1	47.17
47.1	47.20
47.1	47.31
47.1	47.40
47.1	47.44
47.1	47.45
47.1	47.48
47.1	47.49
47.1	47.56
47.1	47.62
47.1	47.63
47.1	47.67
47.1	47.76
47.1	47.77
47.1	47.8
47.2	47.10
47.2	47.100
47.2	47.12
47.2	47.2
47.2	47.37
47.2	47.42
47.2	47.46
47.2	47.52
47.2	47.65
47.2	47.72
47.2	47.75
47.2	47.80
47.2	47.82
47.3	47.15
47.3	47.21
47.3	47.22
47.3	47.27
47.3	47.30
47.3	47.32
47.3	47.35
47.3	47.38
47.3	47.43
47.3	47.50
47.3	47.64
47.3	47.68
47.3	47.69
47.3	47.79
47.3	47.99
47.4	47.1
47.4	47.14
47.4	47.4
47.4	47.5
47.4	47.74
47.4	47.78
47.4	47.98
47.5	47.11
47.5	47.13
47.5	47.16
47.5	47.19
47.5	47.23
47.5	47.24
47.5	47.25
47.5	47.29
47.5	47.3
47.5	47.33
47.5	47.34
47.5	47.41
47.5	47.53
47.5	47.55
47.5	47.57
47.5	47.59
47.5	47.6
47.5	47.61
47.5	47.7
47.5	47.71
47.5	47.81
47.5	47.87
47.5	47.88
47.5	47.89
47.5	47.9
47.5	47.92
47.5	47.93
47.5	47.96
47.5	47.97
47.6	47.47
48.0	48.11
48.0	48.12
48.0	48.13
48.0	48.14
48.0	48.17
48.0	48.18
48.0	48.21
48.0	48.22
48.0	48.23
48.0	48.25
48.0	48.28
48.0	48.31
48.0	48.33
48.0	48.34
48.0	48.38
48.0	48.4
48.0	48.40
48.0	48.42
48.0	48.44
48.0	48.46
48.0	48.53
48.0	48.55
48.0	48.56
48.0	48.57
48.0	48.58
48.0	48.62
48.0	48.63
48.0	48.64
48.0	48.70
48.0	48.73
48.0	48.75
48.0	48.76
48.0	48.79
48.0	48.8
48.0	48.82
48.0	48.84
48.0	48.86
48.0	48.87
48.0	48.89
48.0	48.9
48.0	48.90
48.0	48.93
48.0	48.99
48.1	48.30
48.1	48.45
48.1	48.52
48.1	48.65
48.1	48.66
48.1	48.7
48.1	48.94
48.2	48.19
48.2	48.51
48.2	48.54
48.2	48.67
48.2	48.77
48.2	48.78
48.2	48.81
48.2	48.83
48.3	48.1
48.3	48.100
48.3	48.20
48.3	48.32
48.3	48.36
48.3	48.37
48.3	48.39
48.3	48.41
48.3	48.49
48.3	48.59
48.3	48.61
48.3	48.68
48.3	48.71
48.3	48.72
48.3	48.74
48.3	48.80
48.3	48.85
48.3	48.88
48.3	48.91
48.3	48.92
48.3	48.95
48.3	48.96
48.3	48.98
48.4	48.60
48.5	48.15
48.5	48.24
48.5	48.27
48.5	48.29
48.5	48.6
48.6	48.10
48.6	48.16
48.6	48.2
48.6	48.26
48.6	48.3
48.6	48.35
48.6	48.43
48.6	48.47
48.6	48.48
48.6	48.5
48.6	48.50
48.6	48.69
48.6	48.97
