subTopicID	resultID
45.1	45.11
45.1	45.12
45.1	45.2
45.1	45.37
45.1	45.41
45.1	45.55
45.1	45.6
45.1	45.82
45.1	45.84
45.1	45.85
45.1	45.93
45.1	45.98
45.2	45.23
45.2	45.27
45.2	45.52
45.2	45.69
45.3	45.40
45.3	45.67
45.3	45.86
45.4	45.100
45.4	45.14
45.4	45.18
45.4	45.25
45.4	45.26
45.4	45.33
45.4	45.35
45.4	45.4
45.4	45.45
45.4	45.53
45.4	45.56
45.4	45.76
45.4	45.77
45.4	45.91
45.5	45.13
45.5	45.15
45.5	45.20
45.5	45.22
45.5	45.24
45.5	45.28
45.5	45.29
45.5	45.32
45.5	45.36
45.5	45.38
45.5	45.44
45.5	45.46
45.5	45.48
45.5	45.49
45.5	45.50
45.5	45.51
45.5	45.57
45.5	45.58
45.5	45.61
45.5	45.62
45.5	45.64
45.5	45.68
45.5	45.74
45.5	45.75
45.5	45.78
45.5	45.83
45.5	45.88
45.5	45.90
45.5	45.92
45.5	45.94
45.5	45.96
45.5	45.97
45.6	45.19
45.6	45.3
45.6	45.42
45.6	45.66
45.6	45.7
45.6	45.79
45.7	45.16
45.7	45.31
45.7	45.34
45.7	45.5
45.7	45.54
45.7	45.63
45.7	45.71
45.7	45.72
45.7	45.73
45.7	45.81
45.7	45.9
45.8	45.17
45.8	45.21
45.8	45.30
45.8	45.39
45.8	45.43
45.8	45.60
45.8	45.65
45.8	45.70
45.8	45.8
45.8	45.87
45.8	45.89
45.8	45.95
45.8	45.99
45.9	45.47
45.9	45.80
46.1	46.9
46.10	46.33
46.10	46.36
46.10	46.54
46.10	46.58
46.10	46.76
46.10	46.99
46.11	46.13
46.11	46.16
46.11	46.17
46.11	46.23
46.11	46.26
46.11	46.28
46.11	46.3
46.11	46.30
46.11	46.31
46.11	46.32
46.11	46.34
46.11	46.37
46.11	46.49
46.11	46.6
46.11	46.61
46.11	46.63
46.11	46.70
46.11	46.82
46.11	46.91
46.11	46.96
46.12	46.12
46.12	46.42
46.12	46.56
46.12	46.60
46.12	46.62
46.12	46.72
46.12	46.81
46.12	46.94
46.2	46.100
46.2	46.11
46.2	46.21
46.2	46.35
46.2	46.44
46.2	46.51
46.2	46.57
46.2	46.59
46.2	46.67
46.2	46.71
46.2	46.79
46.2	46.83
46.2	46.85
46.2	46.86
46.2	46.87
46.2	46.88
46.2	46.89
46.3	46.10
46.3	46.14
46.3	46.15
46.3	46.18
46.3	46.19
46.3	46.2
46.3	46.20
46.3	46.22
46.3	46.24
46.3	46.25
46.3	46.27
46.3	46.29
46.3	46.38
46.3	46.39
46.3	46.4
46.3	46.40
46.3	46.41
46.3	46.45
46.3	46.46
46.3	46.47
46.3	46.48
46.3	46.5
46.3	46.50
46.3	46.53
46.3	46.55
46.3	46.65
46.3	46.66
46.3	46.68
46.3	46.69
46.3	46.7
46.3	46.73
46.3	46.74
46.3	46.77
46.3	46.8
46.3	46.80
46.3	46.93
46.3	46.95
46.3	46.97
46.3	46.98
46.5	46.64
46.5	46.75
46.7	46.52
46.8	46.1
46.8	46.78
46.9	46.43
46.9	46.90
46.9	46.92
47.1	47.1
47.1	47.10
47.1	47.12
47.1	47.14
47.1	47.15
47.1	47.34
47.1	47.35
47.1	47.37
47.1	47.4
47.1	47.41
47.1	47.45
47.1	47.47
47.1	47.5
47.1	47.50
47.1	47.53
47.1	47.54
47.1	47.55
47.1	47.57
47.1	47.58
47.1	47.59
47.1	47.6
47.1	47.63
47.1	47.64
47.1	47.67
47.1	47.68
47.1	47.75
47.1	47.76
47.1	47.77
47.1	47.78
47.1	47.79
47.1	47.80
47.1	47.96
47.1	47.97
47.3	47.16
47.3	47.17
47.3	47.18
47.3	47.19
47.3	47.23
47.3	47.26
47.3	47.27
47.3	47.28
47.3	47.31
47.3	47.36
47.3	47.38
47.3	47.39
47.3	47.40
47.3	47.42
47.3	47.44
47.3	47.46
47.3	47.48
47.3	47.49
47.3	47.52
47.3	47.56
47.3	47.60
47.3	47.62
47.3	47.65
47.3	47.66
47.3	47.70
47.3	47.72
47.3	47.8
47.3	47.83
47.3	47.85
47.3	47.86
47.3	47.90
47.3	47.99
47.4	47.29
47.5	47.71
47.5	47.73
47.5	47.82
47.6	47.100
47.6	47.11
47.6	47.13
47.6	47.2
47.6	47.20
47.6	47.21
47.6	47.22
47.6	47.24
47.6	47.25
47.6	47.3
47.6	47.30
47.6	47.32
47.6	47.33
47.6	47.43
47.6	47.51
47.6	47.61
47.6	47.69
47.6	47.7
47.6	47.74
47.6	47.81
47.6	47.84
47.6	47.87
47.6	47.88
47.6	47.9
47.6	47.91
47.6	47.92
47.6	47.93
47.6	47.94
47.6	47.95
47.6	47.98
48.1	48.12
48.1	48.13
48.1	48.22
48.1	48.25
48.1	48.28
48.1	48.31
48.1	48.33
48.1	48.42
48.1	48.47
48.1	48.48
48.1	48.50
48.1	48.51
48.1	48.53
48.1	48.59
48.1	48.67
48.1	48.69
48.1	48.71
48.1	48.72
48.1	48.82
48.1	48.83
48.1	48.87
48.1	48.92
48.1	48.93
48.1	48.95
48.2	48.1
48.2	48.10
48.2	48.100
48.2	48.14
48.2	48.15
48.2	48.16
48.2	48.17
48.2	48.19
48.2	48.2
48.2	48.20
48.2	48.21
48.2	48.23
48.2	48.24
48.2	48.26
48.2	48.27
48.2	48.29
48.2	48.3
48.2	48.30
48.2	48.32
48.2	48.34
48.2	48.35
48.2	48.36
48.2	48.37
