subTopicID	resultID
45.4	45.19
45.4	45.25
45.4	45.30
45.4	45.32
45.4	45.35
45.4	45.40
45.4	45.41
45.4	45.44
45.4	45.45
45.4	45.46
45.4	45.48
45.4	45.49
45.4	45.50
45.4	45.54
45.4	45.55
45.4	45.56
45.4	45.58
45.4	45.6
45.4	45.66
45.4	45.71
45.4	45.72
45.4	45.73
45.4	45.76
45.4	45.78
45.4	45.83
45.4	45.84
45.4	45.93
45.4	45.95
45.4	45.99
45.6	45.31
45.7	45.1
45.7	45.10
45.7	45.100
45.7	45.11
45.7	45.12
45.7	45.13
45.7	45.14
45.7	45.15
45.7	45.16
45.7	45.17
45.7	45.18
45.7	45.2
45.7	45.20
45.7	45.21
45.7	45.22
45.7	45.23
45.7	45.24
45.7	45.26
45.7	45.27
45.7	45.28
45.7	45.29
45.7	45.36
45.7	45.37
45.7	45.38
45.7	45.39
45.7	45.4
45.7	45.42
45.7	45.47
45.7	45.5
45.7	45.52
45.7	45.53
45.7	45.57
45.7	45.61
45.7	45.62
45.7	45.63
45.7	45.64
45.7	45.65
45.7	45.67
45.7	45.69
45.7	45.7
45.7	45.74
45.7	45.75
45.7	45.77
45.7	45.79
45.7	45.8
45.7	45.80
45.7	45.81
45.7	45.82
45.7	45.85
45.7	45.86
45.7	45.87
45.7	45.88
45.7	45.89
45.7	45.9
45.7	45.90
45.7	45.91
45.7	45.92
45.7	45.94
45.7	45.97
45.7	45.98
45.9	45.51
46.11	46.12
46.11	46.18
46.11	46.20
46.11	46.23
46.11	46.24
46.11	46.26
46.11	46.3
46.11	46.30
46.11	46.42
46.11	46.44
46.11	46.47
46.11	46.48
46.11	46.5
46.11	46.50
46.11	46.54
46.11	46.55
46.11	46.66
46.11	46.71
46.11	46.73
46.11	46.74
46.11	46.80
46.11	46.84
46.11	46.90
46.11	46.93
46.11	46.94
46.11	46.97
46.4	46.10
46.4	46.13
46.4	46.15
46.4	46.16
46.4	46.17
46.4	46.19
46.4	46.22
46.4	46.25
46.4	46.29
46.4	46.32
46.4	46.33
46.4	46.35
46.4	46.36
46.4	46.37
46.4	46.38
46.4	46.39
46.4	46.4
46.4	46.40
46.4	46.41
46.4	46.45
46.4	46.46
46.4	46.49
46.4	46.52
46.4	46.56
46.4	46.58
46.4	46.59
46.4	46.6
46.4	46.60
46.4	46.61
46.4	46.62
46.4	46.63
46.4	46.64
46.4	46.65
46.4	46.67
46.4	46.69
46.4	46.72
46.4	46.79
46.4	46.81
46.4	46.83
46.4	46.85
46.4	46.87
46.4	46.91
46.4	46.92
46.4	46.95
46.4	46.98
46.4	46.99
46.8	46.27
46.8	46.53
46.8	46.68
46.8	46.89
47.3	47.16
47.3	47.21
47.3	47.27
47.3	47.29
47.3	47.35
47.3	47.48
47.3	47.52
47.3	47.68
47.3	47.88
47.3	47.9
47.3	47.92
47.4	47.50
47.5	47.1
47.5	47.10
47.5	47.100
47.5	47.11
47.5	47.12
47.5	47.13
47.5	47.14
47.5	47.15
47.5	47.18
47.5	47.19
47.5	47.20
47.5	47.22
47.5	47.23
47.5	47.24
47.5	47.25
47.5	47.28
47.5	47.3
47.5	47.30
47.5	47.31
47.5	47.32
47.5	47.33
47.5	47.34
47.5	47.36
47.5	47.37
47.5	47.38
47.5	47.39
47.5	47.4
47.5	47.40
47.5	47.41
47.5	47.42
47.5	47.43
47.5	47.44
47.5	47.45
47.5	47.46
47.5	47.49
47.5	47.51
47.5	47.53
47.5	47.54
47.5	47.55
47.5	47.56
47.5	47.58
47.5	47.59
47.5	47.6
47.5	47.60
47.5	47.61
47.5	47.62
47.5	47.63
47.5	47.64
47.5	47.65
47.5	47.66
47.5	47.67
47.5	47.69
47.5	47.7
47.5	47.70
47.5	47.72
47.5	47.73
47.5	47.74
47.5	47.75
47.5	47.76
47.5	47.77
47.5	47.78
47.5	47.79
47.5	47.8
47.5	47.80
47.5	47.81
47.5	47.82
47.5	47.83
47.5	47.84
47.5	47.85
47.5	47.86
47.5	47.87
47.5	47.90
47.5	47.91
47.5	47.93
47.5	47.94
47.5	47.95
47.5	47.96
