subTopicID	resultID
45.0	45.19
45.0	45.28
45.0	45.31
45.0	45.38
45.0	45.4
45.0	45.43
45.0	45.45
45.0	45.56
45.0	45.66
45.0	45.71
45.0	45.74
45.0	45.75
45.0	45.79
45.0	45.8
45.0	45.80
45.1	45.10
45.1	45.11
45.1	45.13
45.1	45.14
45.1	45.15
45.1	45.18
45.1	45.20
45.1	45.23
45.1	45.24
45.1	45.25
45.1	45.26
45.1	45.27
45.1	45.3
45.1	45.30
45.1	45.33
45.1	45.34
45.1	45.35
45.1	45.39
45.1	45.42
45.1	45.47
45.1	45.50
45.1	45.51
45.1	45.52
45.1	45.57
45.1	45.59
45.1	45.61
45.1	45.7
45.1	45.70
45.1	45.73
45.1	45.76
45.1	45.81
45.1	45.86
45.1	45.88
45.1	45.89
45.1	45.9
45.1	45.90
45.1	45.94
45.1	45.99
45.2	45.1
45.3	45.100
45.3	45.21
45.3	45.29
45.3	45.53
45.3	45.77
45.3	45.87
45.4	45.37
45.4	45.95
45.4	45.98
45.5	45.63
45.6	45.12
45.6	45.16
45.6	45.17
45.6	45.2
45.6	45.22
45.6	45.32
45.6	45.36
45.6	45.40
45.6	45.41
45.6	45.44
45.6	45.46
45.6	45.48
45.6	45.49
45.6	45.5
45.6	45.54
45.6	45.55
45.6	45.58
45.6	45.6
45.6	45.60
45.6	45.62
45.6	45.64
45.6	45.65
45.6	45.67
45.6	45.68
45.6	45.69
45.6	45.72
45.6	45.78
45.6	45.82
45.6	45.83
45.6	45.84
45.6	45.85
45.6	45.91
45.6	45.92
45.6	45.93
45.6	45.96
45.6	45.97
46.0	46.10
46.0	46.20
46.0	46.22
46.0	46.24
46.0	46.26
46.0	46.27
46.0	46.29
46.0	46.37
46.0	46.4
46.0	46.40
46.0	46.41
46.0	46.42
46.0	46.45
46.0	46.46
46.0	46.47
46.0	46.5
46.0	46.50
46.0	46.53
46.0	46.60
46.0	46.63
46.0	46.68
46.0	46.69
46.0	46.73
46.0	46.74
46.0	46.75
46.0	46.8
46.0	46.90
46.0	46.94
46.0	46.95
46.0	46.97
46.0	46.98
46.1	46.84
46.2	46.100
46.2	46.12
46.2	46.13
46.2	46.14
46.2	46.15
46.2	46.17
46.2	46.18
46.2	46.19
46.2	46.2
46.2	46.21
46.2	46.23
46.2	46.25
46.2	46.28
46.2	46.3
46.2	46.30
46.2	46.31
46.2	46.34
46.2	46.38
46.2	46.43
46.2	46.44
46.2	46.48
46.2	46.49
46.2	46.51
46.2	46.52
46.2	46.54
46.2	46.55
46.2	46.57
46.2	46.58
46.2	46.59
46.2	46.6
46.2	46.61
46.2	46.62
46.2	46.64
46.2	46.65
46.2	46.67
46.2	46.7
46.2	46.71
46.2	46.72
46.2	46.76
46.2	46.77
46.2	46.79
46.2	46.82
46.2	46.83
46.2	46.85
46.2	46.86
46.2	46.88
46.2	46.89
46.2	46.9
46.2	46.91
46.2	46.92
46.2	46.93
46.2	46.99
46.3	46.1
46.3	46.11
46.3	46.32
